Wavelength,Reflectance_01,Reflectance_02,Reflectance_03,Reflectance_04,Reflectance_05,Reflectance_06,Reflectance_07,Reflectance_08,Reflectance_09,Reflectance_10,Reflectance_11,Reflectance_12,Reflectance_13,Reflectance_14,Reflectance_15,Reflectance_16,Reflectance_17,Reflectance_18,Reflectance_19,Reflectance_20,Reflectance_21,Reflectance_22,Reflectance_23,Reflectance_24
1332,0.1454838782169902,0.8762952941850456,0.443116,0.19239936770788038,0.9417304925340382,0.8984594610917038,0.696759388781993,0.767008,0.5928670611223984,0.6564183934891384,0.7048154261007398,0.7702372218191582,0.6195199755226329,0.9056615087480524,0.7854053991723464,0.8322576844951223,0.8576630389681293,0.595663380008375,0.9113460421773399,0.5465399982967751,0.255342328236803,0.14058572842881875,0.08668634334673624,0.041813917428427924
1336,0.1448662071078914,0.875676756146659,0.442148,0.1927440822724009,0.9408629286644058,0.8989508670255411,0.6972819646578325,0.767634,0.590938593133591,0.656678783232311,0.7060098723787718,0.7705490430237761,0.6196975686303217,0.9034528678311964,0.7871121432046403,0.8319865698258488,0.8593455192338314,0.5954150992636171,0.9117707097364086,0.545365490688394,0.25392043185500196,0.14031559158887072,0.08643563124314624,0.041315126469111
1340,0.14520608962295106,0.8735329835255615,0.44163,0.1926108490358071,0.9379416701511145,0.8961434344099568,0.6947852132510436,0.765312,0.5898206711881142,0.6563942444403764,0.7056445246565691,0.7696282780525642,0.6188555683668093,0.901114986746513,0.7852953536325514,0.8303018611611417,0.8561292920676083,0.5946923498074783,0.9090366495355728,0.545473987803787,0.25399505032401776,0.13907842792887534,0.0870318625483224,0.04171269834254143
1344,0.14463308256230561,0.8720119710455019,0.4416,0.19426780524011283,0.9372971031145578,0.895128002448173,0.6951124829914684,0.76447,0.5889880193436019,0.6556918221089957,0.7048771897557824,0.7696744737865817,0.6188242284066289,0.8998351938650998,0.7839166698887032,0.8277637214947138,0.8558824579722013,0.5947796688829652,0.9078341255564277,0.54539498504986,0.2540872870426623,0.14000235898846408,0.08711297528771918,0.041995485685585136
1348,0.1438269509560744,0.8704497930645938,0.442064,0.19343245399480236,0.9378365430726647,0.8956909621368304,0.6936323791976764,0.761279,0.5885164289183913,0.6594349246671006,0.7041538222026534,0.7680723217386117,0.6199127696902268,0.8974910083819858,0.7800827248088607,0.8264714434018734,0.8576567098887597,0.5974139696663298,0.9045892028959203,0.5447987776002244,0.25169535056365594,0.14086847866207172,0.08904177302584211,0.041857744249121046
1352,0.14416574410409863,0.8661685809763755,0.439778,0.19456176428593094,0.9383069602014861,0.8972440995208644,0.692001309039753,0.759254,0.5895143479431671,0.66198947404266,0.7062527396324997,0.7714183627457415,0.6211496534520116,0.8960315401453003,0.7781133249127162,0.8245103454634323,0.859370835551309,0.6001713587850191,0.901130895298554,0.5453086087055666,0.25262808142635346,0.14149179051455876,0.08939150587622813,0.04145495489703666
1356,0.14452632459283177,0.8602365267515764,0.438771,0.19303909872485867,0.936204418632487,0.8983247716708663,0.6870215304410963,0.754388,0.5859658405248976,0.6648159627064519,0.7077821752260185,0.7717280841442679,0.6219895643848453,0.8887657209540258,0.7728799327796303,0.8208782528318815,0.8597811708637594,0.6018356814045409,0.8946305384042944,0.5426172482217876,0.25096678412312673,0.1408033094633294,0.08721515627111509,0.04282193430436966
1360,0.14394024512776096,0.8577201535715192,0.438105,0.19379620187883628,0.9369158847189667,0.900930170155194,0.689741036413142,0.753511,0.586525854154835,0.6693528339977761,0.7095094638839966,0.776559737961278,0.6234155325730516,0.8891555429236517,0.7693356358658522,0.821554457123727,0.8653402122432265,0.6062637053650766,0.896623532691409,0.5435663346389636,0.25233271665316587,0.14200053071119237,0.08937359786882886,0.041837917830236056
1364,0.14407096917201467,0.8510787861013345,0.439597,0.19345994656743282,0.9267939522766944,0.8939210589661358,0.6805246982392448,0.749083,0.5803909679983015,0.6650900019119681,0.704288864770459,0.7696765735926734,0.6214076857908298,0.8783666157427397,0.7656875224050975,0.8148578193005831,0.855371912236402,0.6018272651081085,0.884146295250455,0.536371817181347,0.24967961553260426,0.1410713440710599,0.08986343454180927,0.04237636162732295
1368,0.1451777660800294,0.85246891339921,0.439608,0.19535904889221464,0.928154232958456,0.8923552944488985,0.6834933514975493,0.751008,0.5814373092542373,0.6662901046395736,0.705736646718328,0.7698088613764507,0.6220010557035781,0.8817520776999755,0.768610996367956,0.8158937516166398,0.8571081896767441,0.6025352860454904,0.8896774850915923,0.5406084715319376,0.24926092301201563,0.14012954403762248,0.08832334590547081,0.0417158288297338
1372,0.14438252814415264,0.849660159610564,0.439051,0.1938384981444216,0.9212307122362974,0.8854219460590615,0.6806123220729713,0.74875,0.5810478260905589,0.659768811515201,0.6993896460314665,0.7651630403985562,0.6192003079287932,0.8742004591131803,0.7658058732686508,0.8120243017843632,0.8493592868354601,0.5969826344741654,0.8821406870754473,0.5357018738280461,0.2491521044113676,0.14000656345289908,0.08799046765028412,0.04195896333500753
1376,0.14417663777445305,0.8516909909857444,0.439026,0.194463425468445,0.9223552534088074,0.8830743515443056,0.6837351088219276,0.749823,0.5839763184185407,0.6597751112670518,0.7001004514852647,0.7628501039885446,0.6187009578965861,0.8796316983611482,0.7666633979466768,0.8145835398686333,0.8474204788552969,0.595485585746239,0.8868435649449358,0.5405263086678536,0.2505294369852842,0.1393454114204971,0.08750168438950365,0.0422260982420894
1380,0.14469299774925523,0.8549557318607095,0.439103,0.19720422347837516,0.9330697202932522,0.894944909016722,0.6888310153929932,0.749554,0.5874837722060441,0.6697896167927753,0.70730481545145,0.7734005796963097,0.6239347312467062,0.8864026222756201,0.7670080688826386,0.8198275516233352,0.8610005734889327,0.6056124944286138,0.8896385922705884,0.5429732872994851,0.2503024724753611,0.14197215057625617,0.08942626847882675,0.043409422400803616
1384,0.1445339501620799,0.8382404274649939,0.438086,0.1930972560900385,0.9110121478330258,0.8791736196455159,0.6757476157378833,0.743314,0.574242397298179,0.6616828861192471,0.6954399126335563,0.7603460852241878,0.6180846053463724,0.8624963434267586,0.7573126415605023,0.8021871644653941,0.8437580515935302,0.5962451564992698,0.8713579152414704,0.5294617096378673,0.2478255538510868,0.13878831988286114,0.08811266346547922,0.042061225916624805
1388,0.1440437349961285,0.8430515134359255,0.439298,0.19515391200412574,0.9108794116228617,0.8744531763495972,0.6792599590488291,0.743136,0.5790783044709855,0.6582778702438098,0.6946327977515556,0.7573937578592523,0.616504026687943,0.866327316206424,0.759997337465315,0.8066980062000764,0.8408667171682704,0.5939264668321231,0.8736914845016993,0.5350888124575729,0.24654149436343994,0.13927919110564607,0.08753644699210227,0.042361752687091914
1392,0.14395549626625723,0.8398406043697617,0.4356,0.19438200515719323,0.9033357473268165,0.865321654521246,0.6768993940824104,0.738447,0.5787698759116402,0.6558157172287311,0.6906966732945873,0.7521872886548732,0.6135131498213973,0.862566742542567,0.7535077651138131,0.8011660010418271,0.8330408105279918,0.5916645871658957,0.8663176158708408,0.5345958352730685,0.24845877447009582,0.13810299217995803,0.0881758681974767,0.04261323515821195
1396,0.1446396187645183,0.8386394161655231,0.437852,0.19551448766824078,0.9079634625579772,0.8733367273221853,0.6755903151207113,0.740387,0.5777361665420938,0.6599189556009818,0.6944213357461547,0.7570441401449837,0.6159179694325702,0.8624406545739548,0.7542625114103324,0.8015109601735485,0.8390502713892489,0.5945177116565045,0.8675821581321269,0.5317738569027969,0.24690318666464153,0.1396302638859676,0.08920083826803575,0.043441770768458066
1400,0.14470715952071606,0.8432826735560733,0.436555,0.1965116221294152,0.9117501611615381,0.8768660110525712,0.6789274107642039,0.739365,0.5802678071060031,0.6614928436050769,0.6968562893330985,0.7586704399630082,0.616358818205774,0.8677825815108224,0.7544524956912994,0.8050903067604935,0.8423751477513135,0.5965218422444875,0.8709521685142414,0.5387640205702559,0.24616322018023487,0.13884718238495097,0.08897751488164468,0.043643165444500254
1404,0.14424308916361536,0.838903297581217,0.436676,0.19656449246139687,0.9018076880754077,0.8654637097697857,0.6761762335269558,0.736445,0.5771919427701433,0.6553694848059556,0.6914315561054362,0.7524497644163362,0.612214630804591,0.8627621788939158,0.7514688081311944,0.7983483073389889,0.8319722509611228,0.5911669736393257,0.8669178267030888,0.5333855130829072,0.24738095213986763,0.13905635449059167,0.08880159504425171,0.043957257659467605
1408,0.1442964681483523,0.8338452186051959,0.435424,0.19676645712956686,0.8978022401974963,0.8612010000524949,0.6715743986930476,0.734241,0.5755382183103089,0.6553463857158355,0.689282390278267,0.7489682859162913,0.6118113899836037,0.8544319671009407,0.748080236037881,0.7953206843786198,0.8281294449373279,0.5898561354699676,0.8613971484351958,0.5318433793262526,0.2462067476204941,0.1391982551652725,0.08908496292604037,0.04353046790557509
1412,0.14542832049818236,0.8317056680867496,0.435404,0.19556524318694318,0.8910252602513591,0.8526440127849044,0.6715237246687238,0.73166,0.5748308326724931,0.6505711738128169,0.6846448819419984,0.7441103845231347,0.6092070392926159,0.8525658651654809,0.7459551113212718,0.791992408963998,0.8213615493983029,0.5852145479874581,0.8581700954492034,0.5325080558292915,0.24524707119954092,0.13883456899164603,0.08634398438174991,0.043479336614766446
1416,0.14502634406210219,0.8278931093928038,0.435508,0.19701177546996188,0.8857593493217295,0.8498376324304203,0.6687725474314756,0.73073,0.5729349970568587,0.6479410274150461,0.6821910852060583,0.7410131705378719,0.6077048105346373,0.8487180806566671,0.7441165202743178,0.7887189894357662,0.8173974360199274,0.5825634146112286,0.8547874711791958,0.5319287023004938,0.2452874895369245,0.13655154480344728,0.08781876146169097,0.04409082511300853
1420,0.14613531970418783,0.8280060506387209,0.436309,0.19811570800173925,0.8873383792778415,0.8513129024930324,0.6692148894354691,0.732262,0.5735750126339302,0.6495779129376509,0.6838817344076552,0.7423958928492588,0.6079450835626868,0.8504854136833805,0.7443947486202148,0.7899701256138143,0.8184765440524124,0.5844718098272922,0.8542576878876845,0.5310807394083441,0.24509161605575805,0.13677648365071915,0.08789039349128812,0.04326646348568559
1424,0.14508299114794546,0.8317478891132606,0.436308,0.19858308173645728,0.889299689519226,0.851021426168251,0.6702980467053911,0.732943,0.5753161076412925,0.6512095486670463,0.685935637648233,0.7424063918797172,0.6095674488346902,0.8536838451538419,0.7464991100274289,0.7927899291584367,0.8187729559362132,0.583314569067827,0.8562632960626919,0.5326428871959936,0.24445114086337244,0.13701929147183975,0.0876007051362997,0.044600051029633346
1428,0.14460584838641943,0.8320265478882335,0.436727,0.19963202912297376,0.8887570638920751,0.8508151829925934,0.6720325763296422,0.7351,0.5759003323868099,0.6507843154171074,0.6874734479746388,0.7426394703558964,0.6106946427358436,0.8552084588409771,0.7486636850318892,0.7940906466184141,0.8201980536408926,0.5831620236949884,0.8582867739122149,0.5332801760776712,0.24407804851829346,0.1363224014917404,0.08714879130251774,0.044169087292817676
1432,0.1443237023242385,0.8329490773174993,0.437588,0.20030031011922217,0.8915434624158396,0.8531554116796471,0.6735960811218006,0.735733,0.5765929808238378,0.6536160538741084,0.688848997851356,0.7440925361713554,0.6116400648679512,0.855610889607464,0.7489990124786231,0.7963407928812947,0.821456485588844,0.5837343318523966,0.8583918896446576,0.5330610751067804,0.2441070668117996,0.13676702360574045,0.08745322742830557,0.045044580210949266
1436,0.1446712104085463,0.8338610514901376,0.437554,0.19987100302353095,0.890923318841953,0.8530375584364143,0.6739845819749499,0.737755,0.5772298384293121,0.6541305336086024,0.6889358857050605,0.7452358805882879,0.612846653334895,0.8576272463721865,0.7516463344265243,0.7963418478021868,0.8210123951864235,0.5836312322210989,0.8601105318700965,0.5338658498267832,0.24437341329148102,0.13491390590601926,0.08681380622293113,0.044950665595178296
1440,0.14559499365460585,0.836527309314309,0.438346,0.20002009735971926,0.892343065345868,0.8552988675409461,0.6750476807769104,0.740643,0.5784119724639357,0.656546488443441,0.6898058110837149,0.7460506053518692,0.6143781327223753,0.8586800809100978,0.7522609283846252,0.7988968662028884,0.8237412832412019,0.5849326020569703,0.8612941350174019,0.5333718192722265,0.24294426233630345,0.1359261307187427,0.08889324190564804,0.04482022862882973
1444,0.14506774000944922,0.8386425827425114,0.437813,0.20172886648936705,0.8955043109271357,0.856669963754629,0.6794235939190414,0.742812,0.580177278586878,0.6585708087048788,0.692589362927087,0.7474364773723935,0.6164873120425135,0.863300154226661,0.7551283414121165,0.8001058055452519,0.8261431688618939,0.5854649328063242,0.8641858688169018,0.5354574919758988,0.24332460925475896,0.13501165970413276,0.08697076464072484,0.044822315620291306
1448,0.14431171928684858,0.8383839789551314,0.438351,0.20204714588789674,0.894502948957658,0.8574517937521474,0.6781556876021055,0.743663,0.578495132382667,0.6585015114345185,0.692790356516379,0.7478595882998718,0.6164632847397085,0.8625089522236198,0.7574631755536182,0.800392744027907,0.8259290350098955,0.5859835870739755,0.8649553159783828,0.5357029271980985,0.24439414064398537,0.13470788714870482,0.0883265061420707,0.043959344650929176
1452,0.14514726380303689,0.8403187574949992,0.440319,0.20192448671769925,0.8992612766196199,0.8584977412858397,0.6795048834997276,0.745484,0.5811330913236886,0.6612230042341279,0.6936110803393213,0.7497861603890099,0.618685287916496,0.8659543059659465,0.7586228063833459,0.8036967562620101,0.8281505418685592,0.5876773667310109,0.8673509035207528,0.5349687282716038,0.24251106066896175,0.13585045035891294,0.08731207019351121,0.045011188347564034
1456,0.14541415872672153,0.8433175059029447,0.439005,0.20403084074384925,0.9000587557702857,0.8598530535830183,0.6821884953712106,0.74715,0.581796265359141,0.6615243423643317,0.6953582589879064,0.7516476384893053,0.6190822607454471,0.867598703223263,0.7614518072884557,0.806023911750015,0.830220150822357,0.5885589737823126,0.867783980338417,0.5365182356186249,0.24166745742203316,0.1344482614698443,0.08728994853731209,0.045065450125565044
1460,0.14629109919025685,0.8445894143265895,0.439746,0.20484927348292564,0.90182574019999,0.8617408099969457,0.6831945858958067,0.750005,0.5824341756218141,0.662971185372766,0.6966333120699777,0.7523395245965215,0.6201028987819874,0.870219231504252,0.7623404769305747,0.8076094578508634,0.8313003137014036,0.5878351722891197,0.8718382941387337,0.5370649346757996,0.24203018609085997,0.13520401395203346,0.08721094262231527,0.04570928699146158
1464,0.14562222783049203,0.8467659082432331,0.443307,0.2056592469688849,0.9038029787865941,0.8646503119392586,0.685195154147758,0.749727,0.583295249210703,0.6656443800748515,0.6977000436714805,0.7532560899555503,0.6218736065321778,0.8700983972009988,0.7647645933024764,0.8092192671322304,0.8331884890466115,0.588672593784151,0.873437104429188,0.5389704811005183,0.24132545610571077,0.13364625987887024,0.08721620968331505,0.04520214806629834
1468,0.14551655922805362,0.8463764192736688,0.441572,0.20526060466574308,0.9049508815320931,0.8650785822070782,0.6863469324922852,0.751409,0.5844236977281712,0.6669673279635506,0.7004480029000821,0.7555606271411951,0.6233350933419219,0.8725644677204378,0.7648787915041505,0.8108849872208794,0.8347581007302258,0.5893217006465056,0.8740793615544131,0.5397015199168559,0.24119176468205747,0.13441252352214686,0.0872551859347135,0.04642408156705173
1472,0.14682053156948438,0.8475396085540476,0.442182,0.2055196692924533,0.9063143478828986,0.8656731097287442,0.6852975579052459,0.753857,0.5846605455979755,0.669546026387872,0.7020821226546905,0.7577412757674294,0.6243421507290509,0.8734439313015074,0.7666841612560721,0.8116867270988866,0.8367401574194134,0.590944993820919,0.8745481777211077,0.5381751867109867,0.2422156958957742,0.13517458270098853,0.08707610586072063,0.04579902762430939
1476,0.14646430854889303,0.8492126167295472,0.443673,0.2066331184839874,0.9081503551418881,0.8679754570161875,0.6880286766745325,0.75465,0.5865774343575926,0.6704447909852738,0.7026557918574615,0.7579575557948749,0.6251966869766353,0.8770174744785898,0.7684417753963844,0.814138363252161,0.8381842423622009,0.5910428332669466,0.8769889650284284,0.5398742726054429,0.24117518280005396,0.13454706638406652,0.08749957756510372,0.046171555600200906
1480,0.1460405447721039,0.8510143990359053,0.444862,0.20675683506082454,0.9111395745947832,0.8698148094195013,0.6910131655654382,0.756893,0.5885469559771661,0.6719609312640685,0.7042626937301866,0.7600563119835327,0.6264565533758858,0.876600333449098,0.7700229014068366,0.8140581892643601,0.8416124936872994,0.5928323482959015,0.8792500044332718,0.5410666875047141,0.24045801640340214,0.13348649023034068,0.08687174389392882,0.04649608277247614
1484,0.1482421555507435,0.8520118707872282,0.444723,0.20733100686614553,0.9110843563313549,0.8713163860096208,0.6903596817934289,0.757639,0.5886838014130531,0.6725415583929976,0.7041758058764823,0.7605917625369171,0.6270781292527963,0.8794541244720195,0.7731446649744204,0.8156395156816401,0.8411103867239926,0.5899497667677789,0.8812535102936305,0.542021040772152,0.23904855643310377,0.13356217059017048,0.08772395436369478,0.0463353844299347
1488,0.14556993821279055,0.8531887819012232,0.445731,0.2071184681315792,0.9117852035210213,0.8733640861107929,0.6934170145943,0.759045,0.5899143576788369,0.6737962589699781,0.705414219502172,0.7620196306792758,0.6291340306406278,0.8810249704143123,0.7729152304056023,0.8178031584313672,0.8410871800996381,0.5923747121773857,0.8811263202573748,0.5406095249019899,0.2390392291244768,0.13386909649392464,0.0865293849289425,0.04647625635359116
1492,0.14790880923789654,0.8547214051635733,0.44602,0.20850155601621984,0.9139482728018552,0.8739575613713587,0.6938593565982935,0.760706,0.5908206955272884,0.6747254723679929,0.7076450389749912,0.7628658525342322,0.6309580163231248,0.8820452322269989,0.775674674224238,0.8194277366052237,0.8437274610432447,0.5927008436641441,0.8833831550329206,0.542943792938019,0.23958021302484134,0.13350961478473308,0.0875027378017036,0.04638025474635861
1496,0.14746216875336302,0.8556397124901883,0.445057,0.2093453665146474,0.9137008525061093,0.8732756961783682,0.6946532496460336,0.761079,0.5907175351217735,0.6756053377098419,0.7072618949454033,0.7622695076041884,0.6306090980997835,0.8828921230828437,0.7755013005907871,0.8189466926784196,0.8434880108737686,0.5931742603384706,0.8858807048357603,0.5431934416404284,0.23890864680369917,0.13301348798140447,0.08719514143931589,0.0462717311903566
1500,0.14747415179075293,0.8579523692173296,0.44716,0.20922270734444995,0.9168674075357838,0.8758979308403009,0.695410192884371,0.763232,0.5931660157669516,0.677149826871966,0.7090394320007045,0.7641635326989051,0.6313320065146103,0.8839922406089846,0.7779295696245678,0.8224121078090161,0.8440344213926612,0.5946450081400456,0.8857671798447222,0.5432598039537271,0.23914804772512485,0.13367779336213265,0.08715511177571748,0.047178528980411846
