Wavelength,Reflectance_01,Reflectance_02,Reflectance_03,Reflectance_04,Reflectance_05,Reflectance_06,Reflectance_07,Reflectance_08,Reflectance_09,Reflectance_10,Reflectance_11,Reflectance_12,Reflectance_13,Reflectance_14,Reflectance_15,Reflectance_16,Reflectance_17,Reflectance_18,Reflectance_19,Reflectance_20,Reflectance_21,Reflectance_22,Reflectance_23,Reflectance_24
604,0.157589,0.536523,0.162818,0.106832,0.222864,0.237359,0.614311,0.087674,0.478231,0.084691,0.373965,0.657655,0.050545,0.122551,0.28435,0.770605,0.412736,0.101923,0.929818,0.617825,0.3913,0.210496,0.100324,0.031257
608,0.158538,0.549893,0.160239,0.103986,0.243417,0.226829,0.620339,0.086953,0.517897,0.096742,0.360779,0.664486,0.05073,0.116272,0.346591,0.772609,0.460366,0.100171,0.929971,0.61722,0.390001,0.209743,0.099932,0.031241
612,0.159698,0.560072,0.157389,0.101848,0.262039,0.2188,0.624925,0.086958,0.54841,0.108886,0.350578,0.668681,0.050725,0.111504,0.407446,0.773836,0.500464,0.099072,0.930186,0.615891,0.38847,0.208898,0.099533,0.031283
616,0.160538,0.567455,0.154794,0.100417,0.276085,0.2131,0.627527,0.086437,0.570395,0.117655,0.342717,0.672818,0.050873,0.108421,0.459762,0.775571,0.531084,0.098492,0.930114,0.614927,0.387578,0.20811,0.099145,0.031281
620,0.161221,0.573245,0.152374,0.099503,0.285033,0.208981,0.628903,0.086139,0.585765,0.122095,0.337711,0.675465,0.051145,0.106168,0.499095,0.777089,0.551629,0.098379,0.93043,0.614275,0.386228,0.206876,0.098884,0.031306
624,0.162179,0.578338,0.150792,0.099137,0.292914,0.205716,0.630018,0.086303,0.595951,0.124707,0.3337,0.677671,0.05147,0.104522,0.529276,0.77751,0.568317,0.098097,0.929824,0.613019,0.384561,0.205992,0.098419,0.031211
628,0.162891,0.582676,0.150209,0.099015,0.301562,0.203464,0.630431,0.086615,0.602164,0.128021,0.330669,0.679055,0.051795,0.103744,0.551968,0.77907,0.582922,0.098228,0.929617,0.612,0.383291,0.205042,0.098114,0.03131
632,0.163722,0.587356,0.1506,0.099141,0.31289,0.201366,0.630732,0.087983,0.606726,0.133037,0.328079,0.681043,0.052214,0.102187,0.572378,0.780369,0.60016,0.098072,0.929664,0.611185,0.382041,0.204219,0.097809,0.031208
636,0.164312,0.591265,0.15203,0.099085,0.32625,0.199332,0.631181,0.08967,0.609256,0.140379,0.325605,0.682659,0.052807,0.101572,0.591094,0.781234,0.619268,0.098109,0.929859,0.610441,0.380855,0.203295,0.097435,0.031259
640,0.165184,0.594999,0.154429,0.098949,0.341875,0.197569,0.631773,0.092135,0.610799,0.149849,0.322533,0.684512,0.05371,0.100263,0.608961,0.782539,0.640091,0.098226,0.929469,0.609549,0.379213,0.202436,0.097251,0.031223
644,0.165601,0.599101,0.158223,0.098958,0.3585,0.195992,0.631643,0.094722,0.611473,0.161511,0.320138,0.686108,0.054632,0.099578,0.625912,0.78341,0.662012,0.098745,0.929131,0.608328,0.378319,0.201662,0.097022,0.031294
648,0.166343,0.603783,0.162546,0.098699,0.376573,0.194837,0.632208,0.098086,0.612184,0.174938,0.318232,0.688095,0.055903,0.098677,0.642481,0.785727,0.683987,0.099359,0.929724,0.60756,0.377346,0.200905,0.096634,0.031264
652,0.166692,0.608506,0.167194,0.098541,0.394127,0.194543,0.632347,0.102039,0.611984,0.189924,0.317154,0.689722,0.057217,0.098285,0.656931,0.785045,0.70524,0.100252,0.929893,0.606819,0.375673,0.200036,0.09644,0.031245
656,0.167012,0.614163,0.1725,0.099042,0.410523,0.195578,0.633231,0.106078,0.612044,0.20605,0.318065,0.69149,0.058942,0.098888,0.670205,0.785746,0.72453,0.1012,0.929172,0.605646,0.374625,0.199036,0.096212,0.031208
660,0.167101,0.620458,0.177655,0.099508,0.424703,0.197485,0.633485,0.110993,0.611315,0.222739,0.320906,0.69299,0.060907,0.099702,0.681671,0.786285,0.740797,0.102408,0.928769,0.605003,0.373207,0.198372,0.095862,0.031257
664,0.167369,0.627832,0.182048,0.100454,0.434009,0.200829,0.633485,0.116541,0.611183,0.239564,0.325629,0.694302,0.063143,0.101352,0.690809,0.787608,0.75434,0.103117,0.926842,0.603436,0.37182,0.197359,0.095615,0.031361
668,0.167101,0.636034,0.184428,0.101566,0.438769,0.205207,0.63428,0.122729,0.611267,0.257128,0.332573,0.697156,0.065359,0.103565,0.698123,0.788052,0.76734,0.103687,0.926115,0.602617,0.371047,0.196752,0.095285,0.031298
672,0.166767,0.644448,0.185367,0.102574,0.436825,0.209999,0.635321,0.129787,0.610298,0.273945,0.339996,0.69962,0.067413,0.106221,0.705435,0.787848,0.77406,0.103516,0.926186,0.602099,0.369858,0.195901,0.094997,0.03132
676,0.16639,0.655711,0.185072,0.103571,0.431332,0.215247,0.637535,0.137941,0.610058,0.291833,0.348317,0.701748,0.069386,0.109082,0.710583,0.787813,0.781175,0.103261,0.926399,0.60131,0.369162,0.1954,0.095049,0.031242
680,0.16601300000000002,0.6669740000000001,0.183045,0.104568,0.42583899999999997,0.220495,0.6397489999999999,0.14579,0.609818,0.309721,0.35663799999999996,0.7038760000000001,0.071359,0.111943,0.7157309999999999,0.787778,0.78829,0.10300600000000003,0.926612,0.600521,0.368466,0.194899,0.09510099999999999,0.031163999999999997
684,0.16546286964709897,0.6779261342769605,0.181574,0.10515591809163623,0.41674391487955714,0.22560162311972665,0.6411562598838263,0.156282,0.609899054604333,0.3275555974900334,0.36412605804273807,0.7071296495390949,0.07320596831996254,0.11522338865005914,0.7200570355125111,0.7874646884950419,0.792656009918333,0.10275456314407984,0.9281834802000191,0.6005936825336128,0.36719023145335483,0.19449432029813235,0.09505886351200168,0.031142086589653437
688,0.16492145423048152,0.6892297585996253,0.179284,0.1057575824695877,0.40984481762006886,0.23002006747986103,0.6425645754764929,0.168203,0.6095948366737842,0.3449996103653079,0.3713021572854291,0.7094425859491066,0.07530887964806465,0.11827892042275996,0.723518279188708,0.7874857869128842,0.796270969084829,0.10216331831969852,0.9295415754631793,0.5999332195107832,0.365995299581477,0.19389938858058148,0.09495036205540601,0.031150434555499748
692,0.1648702539798155,0.7011350325500721,0.176454,0.10626302284333254,0.40591901146825593,0.23345780449452144,0.6437237437829006,0.181786,0.6090095592710676,0.36112907502101804,0.37744083649172244,0.7108295078726768,0.07802605419570184,0.1212031105614898,0.7260804715680883,0.7881071353183396,0.7990483800814393,0.10126382663847781,0.9296298726784313,0.5985153834203072,0.36437131151275814,0.19301014435258143,0.09460694967821974,0.031144173581115018
696,0.16508703801986957,0.7141644413313752,0.172801,0.10698946120476079,0.40649030811680215,0.23686923498167448,0.6455701785442003,0.197148,0.6089853481554875,0.37726693934586286,0.3833900373664435,0.7126773372333762,0.08186415465245654,0.12410733677185606,0.7288357627248452,0.7907729204127136,0.8024470957028138,0.10024966291836467,0.9306536999124236,0.5981488106420859,0.36356398113271227,0.1923332255785483,0.09434254321603029,0.031204696333500752
700,0.16537245218315683,0.7265542015610361,0.16898,0.10775185139193658,0.41124651199940154,0.2386980647739854,0.6469225415683426,0.214265,0.6087674481152676,0.3932536096262848,0.3884892028531172,0.7150249204439008,0.08695585351642562,0.12640003633445346,0.7314311763992578,0.7935579115678962,0.8062951759594167,0.09928810105095445,0.9309038753556373,0.597701128369833,0.3625514499628729,0.1919432615022031,0.0942098132788356,0.03126208859869412
704,0.16571778153339373,0.7379749892322691,0.165326,0.1084211897948246,0.4187349580320183,0.2394988354713091,0.6482432333272825,0.2321,0.6086253393933849,0.408496909188295,0.39185061126570386,0.7169672410787268,0.09311728968788431,0.12786896116878485,0.7335064691733183,0.7959504721512122,0.8095609809140335,0.09857271585419414,0.9308176804550343,0.5971038675501451,0.3613865727521263,0.19129051839867114,0.09397911600704482,0.031303828427925666
708,0.1662896992270037,0.7494137208397692,0.162844,0.10883252097764204,0.42865194576579724,0.23883591097812393,0.6499439802686512,0.251889,0.608061115134651,0.4228288446492013,0.39242951467652926,0.7193137743862057,0.1004497957047491,0.128112731241435,0.7351997170545053,0.7978662084912924,0.812861595805182,0.09843595103716642,0.9312192225529656,0.5967004268200914,0.36031496862764945,0.19057996390915805,0.09384954630645,0.03136330768458061
712,0.16680605920180588,0.7587424566473807,0.162137,0.10882934875772313,0.43975506427360234,0.2370281264078189,0.6513512401524776,0.272097,0.607925322355963,0.43569083801155317,0.39018089889632496,0.7210576633453656,0.10867862458277218,0.12692645360340912,0.7370549187489754,0.7993388780566845,0.8151400643781705,0.09904823660262893,0.9314557329509618,0.5963875759145405,0.3591376550054002,0.18989358509014617,0.09364518433965817,0.03138104711200402
716,0.16729518500072185,0.7668932258153344,0.163928,0.10841061572842825,0.4517767173557428,0.23433223346886572,0.65257375098929,0.292585,0.6075821561090464,0.4477874115240149,0.38605424926617354,0.7230335808776589,0.11755305664051066,0.12472832001727086,0.7389163494362644,0.8004096227621809,0.818271903819468,0.10046322644033868,0.9316228669655459,0.5961937558249064,0.3581665785405697,0.18935751587468513,0.0935366828830625,0.031410264992466096
720,0.16776579156003518,0.7735757587863673,0.167495,0.10772858844586462,0.46405110018203577,0.23161634756900698,0.6539018327101105,0.312616,0.6072453058053245,0.45906606725449517,0.38118538893389686,0.7248352145043405,0.126765960268197,0.12210674100321013,0.7408639478575438,0.8013400629890259,0.8207602868582087,0.1024400040649161,0.9317868475081564,0.5954532366780975,0.3574162483799109,0.18868059710065202,0.09340500635806775,0.031413395479658456
724,0.168123103947662,0.779618643205758,0.17285,0.10729399431697524,0.4763244211186474,0.22981803334860457,0.6550483325104374,0.331974,0.6072116207749525,0.4690469741036802,0.3770189593225314,0.726809032230542,0.1361909309597705,0.12005886224633465,0.7422748147309546,0.8025838147208293,0.8232191341932253,0.1049627889205503,0.9320874785029427,0.5948464955279383,0.3564513901208316,0.18809827877640609,0.09324278087927425,0.03144261336012054
728,0.16832790495032615,0.7853174262590839,0.180316,0.10732677392280389,0.48957574245174806,0.2299190504142328,0.6557366546741693,0.350839,0.6066663443458027,0.47754113951604155,0.3755973484149348,0.7280195704424093,0.14637223935702992,0.11916678986840377,0.7434178349131659,0.8029941789478617,0.8251073095384335,0.10793689767237595,0.9319539815227404,0.5937604710039553,0.3552492036755771,0.18736985531304437,0.0931637749642774,0.03147287473631341
732,0.16870373657755558,0.7903132292210013,0.190614,0.10816318257475402,0.5063026287117849,0.2323739755612186,0.6563500215102559,0.369293,0.6060105389107443,0.48475120550945133,0.37723460869437586,0.7286589613973331,0.15840051607425196,0.11994538307458373,0.7447944423260744,0.8033676209436703,0.8267992834231898,0.11181155014247635,0.9317984102387251,0.5932285191275138,0.3540729264209531,0.1866971410034462,0.09296889370728519,0.03152400602712205
736,0.16922118591939317,0.7949839302787837,0.203278,0.10974612031428542,0.5281775561468256,0.23780259057763525,0.6571418031403158,0.38723,0.6060505398843112,0.49127564850974964,0.3827640260831278,0.7299177951493093,0.1731501460004685,0.12250707030355366,0.7463693393437081,0.8042368757587728,0.8290376678268384,0.11703596615293482,0.9321894407634121,0.5925143342320139,0.35317128658701225,0.18652370684550293,0.09286039225068951,0.0315647023606228
740,0.16967545197317482,0.7998045159806803,0.220105,0.1119687890707951,0.5538306870679767,0.24627960600160345,0.6575778108912688,0.404505,0.6054242088508284,0.4967858314620454,0.391266473646824,0.7305361880433161,0.19019072701586934,0.1266206902795247,0.7472652761441155,0.8046482949066976,0.8309089656270615,0.12387210293021216,0.9318120752839426,0.5913998687166174,0.35205511865465094,0.18563551373361162,0.09271396795489537,0.03154383244600703
744,0.16980944411853488,0.8050230348574431,0.241674,0.11460913344996004,0.5822542881676724,0.2568937637202688,0.6577298329642401,0.420827,0.6046726116106491,0.501255505400293,0.40169929714101205,0.7308301608961547,0.20888605792879314,0.13234718552065933,0.7475580388065892,0.8047527320750169,0.8318678211515275,0.13298063974425756,0.9316123553923015,0.5904434087090747,0.3507959319900094,0.18482405209765881,0.09247168314890504,0.03160852918131592
748,0.17008178587739675,0.8100209488706861,0.269552,0.11759524980028514,0.6128728152386415,0.26926519747642497,0.6581732306770738,0.436618,0.6042673385889838,0.505182350720717,0.41381334826229893,0.7307661168103577,0.2291724141535399,0.1394448874204509,0.7486512270462519,0.8048223568538964,0.8333477708774083,0.14585126106361904,0.931561899840729,0.5897724119857216,0.34968390952814904,0.18422071145123797,0.09229154966271225,0.031618964138623806
752,0.1705687329422418,0.8144362127180766,0.301756,0.12076852712582539,0.6438937984988279,0.28235322104188143,0.6585532858595025,0.450946,0.6040978607799238,0.5088005082004448,0.42596717936479983,0.7310243929596373,0.24982649257773615,0.14735585671779083,0.7498689951422863,0.8057717856567995,0.8346283546031529,0.16275328837413575,0.9318330984304313,0.5890540136100123,0.3487128330633184,0.1836856933518857,0.09216935384751715,0.03165026901054746
756,0.17023538662939489,0.818302603220824,0.335713,0.12334119748005377,0.6731350546531345,0.2944079242068491,0.6585300602650208,0.463134,0.6038989085692881,0.5121509262265072,0.43697785942820233,0.7313246652307509,0.2694066550330855,0.15479084393361994,0.7505365355393452,0.8065724706139147,0.8361135785618415,0.18332482092921126,0.9317668755189923,0.5888644070005875,0.3475106466180639,0.1830655348477249,0.0920871876959204,0.031692008839779004
760,0.17005673043558148,0.8216718411364041,0.367058,0.12542640337341113,0.6996812347962694,0.3040140157914328,0.6586683581230712,0.473095,0.6035515316935749,0.5147138752712012,0.4453536391569801,0.7312144254109365,0.28755771530421037,0.16140941155268546,0.7513110069797901,0.8071030958226483,0.836442690689051,0.2036091473685286,0.9320517391539123,0.5881934102772345,0.3464825699338463,0.18241279174419295,0.09191337468292736,0.03171392225012556
764,0.16976042260193974,0.824410930231307,0.393767,0.12709076142419432,0.7247779355244128,0.31083371998243803,0.6584688291522961,0.481575,0.6029367798892826,0.5167192962770861,0.45140228998473636,0.7304542956057397,0.30504227908883297,0.16617763823236778,0.7518861506500399,0.8073056406339343,0.8367391025728518,0.2223122621155948,0.9320748646150496,0.5872738182215245,0.34551252983664094,0.18154246760615034,0.09176168332613342,0.03172227021597187
768,0.16924515199417303,0.826588479673613,0.413832,0.12814605325054856,0.7491387467034063,0.31475234031993277,0.6583548125975675,0.488297,0.6024736107216652,0.5187026681514929,0.4551122966537513,0.729934593598043,0.3215678400919366,0.16897153747019844,0.7524529889965317,0.8078415404471285,0.8372538676948974,0.23743108661948098,0.9319045771284924,0.5859613191362842,0.34448859862292414,0.18085398655492096,0.0916394875109383,0.031750444600703163
772,0.16874513252490259,0.8295998943895121,0.427573,0.1287741527944909,0.772155205545858,0.3160413601677929,0.6581552836267924,0.493184,0.6023630817157565,0.520965329024625,0.45643550444992365,0.7297330122132395,0.33725766882356395,0.1698215805252586,0.7530686211201025,0.8082097078384766,0.8379110371027547,0.24756641159828827,0.9323881094977289,0.585708510323718,0.34356312233360325,0.18026536153402256,0.09157206913014102,0.03180992385735811
776,0.16821570014567502,0.8325986427974579,0.436837,0.1287804972343287,0.7937083804074611,0.3153963241133127,0.657793175494645,0.49699,0.6020578111280086,0.5228206059447291,0.45634756975460844,0.7290096290146475,0.35158107529132754,0.16948324447614935,0.7536115816607896,0.8089027908645958,0.8385935228280896,0.2535020046572909,0.9322914030238817,0.5856158137591103,0.3423847723437288,0.17970511664806035,0.09142564483434687,0.03184435921647413
780,0.16752722017927218,0.8353451205720003,0.442696,0.12892007491076032,0.8140690531569498,0.31431880874661167,0.6574057303503357,0.500149,0.6014577965245039,0.5243797945278389,0.4556388579840319,0.7284038349571911,0.3656370474322188,0.16890008762131822,0.7539739014097376,0.8093616814526658,0.8386916235583156,0.2571189080491467,0.9328926650134541,0.5851607578964909,0.34149764165654106,0.17916168961983808,0.09125393864575371,0.031899664490205926
784,0.16689538729871256,0.838037766537741,0.447016,0.12921191914329916,0.8331830674205775,0.31472813831462604,0.6567617479578869,0.503498,0.6014367433805214,0.5259337333177394,0.4562366045438534,0.7277402962322127,0.37898369180769464,0.16955049139274253,0.7544950604755597,0.8096982012172503,0.8389194704156144,0.2603802229167306,0.9324070303295686,0.5845603369666458,0.3405897836168489,0.17860670031441958,0.09111594164755923,0.03190696896032144
788,0.16610559619801307,0.8407599672220394,0.449912,0.1300229500358981,0.8511534264974315,0.3175618774577177,0.6562845675621709,0.507163,0.6014020056929501,0.5272913298416186,0.4594807666960197,0.7273077361773217,0.39181949483223055,0.17239587655108976,0.7548719145410845,0.8102319911886604,0.8396399306171659,0.2642317305716416,0.9324942763874962,0.5840252249800472,0.3396736346361549,0.17806957998284983,0.09104009596916227,0.031924708387744846
792,0.16542800990196466,0.8433808374427115,0.451656,0.1313637416549534,0.8673408727993616,0.32423321283358153,0.6557408775095297,0.511691,0.6012609496282666,0.5288505184247281,0.46591360839497475,0.7262399847796904,0.4036273471628507,0.1778859568510766,0.755232157959093,0.8104841172818757,0.8390333938442639,0.2698054228840478,0.9319823627704998,0.5830561245318762,0.3386123941879303,0.17741158129877413,0.09090947285636747,0.03199566609743847
796,0.16480924942583045,0.8454855556142861,0.453253,0.13333157541131144,0.8806240508229015,0.33389612651758105,0.6554273319840259,0.516642,0.6011304201355744,0.530389757793643,0.4747845442057062,0.7255292004176487,0.4141753330942204,0.18648515631042445,0.7554262949019391,0.8107953189450496,0.8392644052412475,0.27709288355751654,0.9326056990638855,0.5828127960497811,0.33732418922978263,0.17691230114711926,0.09084205447557016,0.032030101456554494
800,0.1640140114899537,0.8487576851688907,0.453853,0.13591164761201727,0.8924524399830432,0.3473198213740312,0.6554769502995097,0.522284,0.6013546361189892,0.5323038323976893,0.4868870800692732,0.725555447993795,0.4236013484511332,0.1990613804464135,0.7558882785359845,0.8118185922104008,0.8408329620783002,0.286822122233457,0.9333078721566029,0.5826558439119796,0.3365904409511272,0.17646242345257546,0.09080202481197178,0.03210523314917127
804,0.16327324190584935,0.849617938584053,0.453944,0.13852449941855172,0.899489582901102,0.36293853288569466,0.653934559684153,0.527924,0.5999577600157427,0.5330041548117864,0.499453366766467,0.7237958104889473,0.4316107976078937,0.2142055962098031,0.7558602480683008,0.8107773852898836,0.8395059651038467,0.2974129792566719,0.93190878175779,0.5811790190985713,0.33585876540772236,0.1755710769923579,0.09060925037937947,0.032101059166248114
808,0.1625215786513905,0.8508191267882916,0.454014,0.14143871211738174,0.9063546996907884,0.3822075381542779,0.6526265364312941,0.533993,0.5991356347432217,0.5343029536517235,0.5136422579605495,0.723110223800006,0.4392013359635768,0.23292440588334679,0.7563980177816392,0.8111782552288873,0.8395112393366546,0.31003952797949164,0.9318047171826718,0.5800487530323893,0.3349208527068988,0.17499821871309074,0.0904659863201852,0.03210523314917127
812,0.16181349007834955,0.8516371591769428,0.454228,0.14415413236796068,0.9120262524786794,0.4031612134444317,0.6516288915774187,0.539602,0.5986514124316216,0.5354411088194614,0.5276510923975578,0.7226115198532264,0.44570333303566206,0.25423852624415705,0.7561530107307747,0.8110305663039913,0.839590352828772,0.3232678418972333,0.9312108132943702,0.578838430842228,0.3337269572026461,0.17452206311582827,0.09036275192458933,0.03211253761928679
816,0.16104221821725265,0.8533344444426861,0.454328,0.1468198545064768,0.9163014203356441,0.4264877375157485,0.6507948815937555,0.545134,0.5980071862257537,0.536712608734711,0.541451605353998,0.7218618890784881,0.45169971208350423,0.2793111188026807,0.7560481560183283,0.8106666185962117,0.8394774842466843,0.33760079472173715,0.9307514575435952,0.5783760013892421,0.3325796982415282,0.17375054389200792,0.09019209914819613,0.03215219045705675
820,0.1604201896400121,0.8542633070259287,0.45414,0.149771076437694,0.9201805033414793,0.4510938110850227,0.6501688462515881,0.5506,0.5978629721894727,0.5379914583604535,0.5551777925560644,0.720984170132156,0.4572646443461967,0.307377249882671,0.7561976518459745,0.8109229643729954,0.8393846577492662,0.35226619125532377,0.9308607779053357,0.5778609034336383,0.33166769473133517,0.17309464744014968,0.09007201015740093,0.03218662581617278
824,0.15980796536609054,0.8555711033221078,0.45404,0.15202123776683418,0.9236019118946686,0.4782716107834154,0.6493823431657286,0.555671,0.59750296342737,0.5393658542226019,0.5684705873312199,0.7206786483458132,0.46258616958482174,0.3381574244870375,0.756753070372299,0.8115021159427664,0.8395186232625854,0.36790998224918553,0.9305401749213854,0.5771667325691331,0.33063961804711756,0.17247133558766267,0.0899782564716047,0.032211669713711706
828,0.15912275350079402,0.8568145125528576,0.453585,0.1541910361913622,0.9266006883546954,0.5058860988384302,0.6487299151025593,0.560128,0.5972471677279811,0.540784348347707,0.5802925696430667,0.7202208906178218,0.4672986549306085,0.37029199402091273,0.7564727656954622,0.8115358734113142,0.8400977340248867,0.38343068490772236,0.9299210432572977,0.5763998791710153,0.32970999628729575,0.17211395611068864,0.08985922089300945,0.03223567011551984
832,0.1584288266992139,0.8567490699617654,0.453146,0.15619905140002627,0.9285641223754426,0.5345875726100484,0.648117603975313,0.56501,0.5965503086621567,0.5418490064105171,0.5913053433896911,0.7197442346350049,0.4715149242402062,0.40548734899284766,0.7564956053357971,0.8115411480157746,0.839634656384358,0.39853583292990585,0.9297360395681984,0.5756245988124785,0.32875550170446866,0.17154530229585643,0.08972122389481496,0.03225862702159719
836,0.15775886597241362,0.8578848155749121,0.452578,0.15791627978279113,0.9304659667946736,0.5632648443763602,0.6472909839535305,0.569439,0.596126087810907,0.5428296677819814,0.6010995935012328,0.7189662564780287,0.47546480388827084,0.4420717730856596,0.7563575293283183,0.8114588641861897,0.8392781182465479,0.4130781411281675,0.9295478824071259,0.5745322540681815,0.3275553879944646,0.17100292638374295,0.08952950287442261,0.03227845344048217
840,0.15715426726774023,0.8582363056206164,0.452065,0.1594611508832957,0.9325270946661014,0.5914286127257282,0.6463672387184606,0.573734,0.5957187094748435,0.5439289744799718,0.6097957067629446,0.7186302875033561,0.47911799857996146,0.4781087652480805,0.7566959712714619,0.811405063220692,0.8396430951568505,0.4272417159869678,0.9296288215211068,0.5737843613310062,0.326782257746051,0.17053097525091546,0.08942205483002692,0.0323118453038674
844,0.15655729413231495,0.8582500274542325,0.451189,0.16078713880939619,0.9344937143558923,0.6197049730128278,0.645671526592848,0.577844,0.5954155442014938,0.545317019804464,0.6177244851238699,0.7185809420602011,0.48267403939509285,0.5140375319041094,0.7565651624222713,0.8116709032855047,0.8396863438658749,0.44088242842990066,0.9293134743237786,0.5732355555337268,0.32596249095450247,0.17023876497268378,0.08929353854163205,0.032368194073329984
848,0.15609431314224972,0.8586257945901805,0.451056,0.16188261208805652,0.9361109723405316,0.6458946995380446,0.6450000957705571,0.581776,0.5946744735333057,0.5466662166592086,0.6242651515087471,0.7182365738611617,0.48582997338525513,0.5484479892714337,0.7564841855156298,0.8118301963402141,0.8395186232625854,0.45304082066366397,0.9291379310505993,0.5725371711890124,0.32529403383623595,0.1697689160720738,0.08921558603883516,0.03239636845806128
852,0.15573264328648112,0.859000506200466,0.450603,0.16283322065708705,0.9364189203481122,0.6699704335127706,0.6444954669449989,0.585353,0.5944249937771119,0.5473623392387383,0.6295988095162616,0.7176118815488798,0.4887539916700827,0.5819789830576884,0.7563855597960021,0.8112985162105883,0.8389215801087376,0.46442806973680184,0.9287731794590229,0.5717155425481718,0.3243903212670446,0.16915401314845674,0.08909022998704016,0.03241723837267704
856,0.15545703342651288,0.8596274884441548,0.449752,0.16364319414304637,0.9371388815520423,0.691613339823617,0.6440246208023234,0.58885,0.5941397236761474,0.5483020522231714,0.6341860694552073,0.7173284077264998,0.4914252009427887,0.6128348104432222,0.7563243080332859,0.8110548294845098,0.8385914131349665,0.47439191267579756,0.9283211818095191,0.5713458096597935,0.32360060913662747,0.1687314644727404,0.08904071961364214,0.03245480421898543
860,0.15510407850702787,0.8604096329602715,0.449167,0.16444047874933007,0.9386849929280334,0.7137360771961974,0.6438535959702304,0.592669,0.5944492048926918,0.5499609868772544,0.6391156466009158,0.7179111039169476,0.4946615741640804,0.6423456994968931,0.7567696810198151,0.8118871620683883,0.8391863465956912,0.48421057450133287,0.927954327903294,0.571350023140003,0.32264404181854994,0.16843084526563873,0.08904177302584211,0.032506979005524864
864,0.1548306473811305,0.8608033440324869,0.448675,0.1650759801397498,0.9398371432322576,0.7329987688981788,0.6439897824106007,0.59633,0.5943755188887527,0.5515453744677677,0.6431198157625924,0.7185966906058888,0.49765140636528676,0.6688966734873942,0.7571807945458422,0.8124494349038854,0.8396652469346435,0.49301717668086337,0.9282234241783474,0.5710550795253423,0.3219890574794113,0.16814073721962453,0.0890744288040408,0.03254663184329482
868,0.15440143676916418,0.8609036189704505,0.448023,0.16548096688272945,0.9402502183182883,0.7498433645916847,0.6439053257033943,0.599919,0.5933933897219639,0.5526026828200852,0.6458248544851473,0.718546295259688,0.4999945907214383,0.6930929546640636,0.75719013803507,0.812270098352226,0.8395238974953934,0.5002352029087641,0.9281077968726603,0.5699332404195792,0.32078790740178204,0.16766773497068832,0.08892589768384673,0.03258732817679558
872,0.1540702691903881,0.8616044880105336,0.447984,0.165900757318664,0.9411634434442172,0.7649391023365022,0.6440541806498457,0.603827,0.5933249670040203,0.5538101352581835,0.6485183779499823,0.7192822772948301,0.502806829814956,0.7155481711408137,0.7577216787555897,0.8125580917557733,0.8399194649559815,0.5073880028393133,0.9280983364567406,0.5701175801787421,0.3197318487916835,0.16732612223534551,0.08884478494444997,0.032602980612757404
876,0.15390141729989373,0.8626399586857166,0.447539,0.16630468665500395,0.9433042130417435,0.7787426634501583,0.644059459194046,0.607852,0.5932628602292717,0.555129933270957,0.6513375224081249,0.7203153818919483,0.505568924972185,0.73554046929734,0.7580746550153098,0.8134009735485728,0.8403065936440772,0.5141978386902392,0.9289329553723358,0.5697668079513063,0.3190696098791683,0.16706018985983248,0.08884162470785009,0.0326405464590658
880,0.15389270236361013,0.8623792438470109,0.446764,0.1665225124227685,0.9423102843000348,0.7908205163593326,0.6438789329823924,0.611348,0.5933586520343925,0.556950561555881,0.6537358365386874,0.7213348377494706,0.5080228438543071,0.7525518377292609,0.7584234786131511,0.8138683035037796,0.8410376023112445,0.5194517117382113,0.9273824983188053,0.5689641399714083,0.3182249702646145,0.1665661652887213,0.08883530423465036,0.03266663385233551
884,0.15376851452156912,0.8625555166326945,0.445607,0.16668641045191165,0.9423973592539026,0.8004992139598366,0.643874710147032,0.614839,0.5930144331302767,0.5579994702390637,0.6554767341376071,0.721983677831807,0.5100839685688354,0.7669668447408438,0.7582812499437931,0.8139136651021406,0.8406030055278783,0.5228929249420392,0.9275790647384734,0.5681246040396776,0.31720103905089775,0.1661057764330901,0.08889113508124813,0.03271254766449021
888,0.15356262415186953,0.8637640935165727,0.445132,0.16679638074243355,0.9426246036457033,0.8087205299364334,0.6442969936830639,0.618165,0.5929449577551341,0.5591239759444581,0.6568564713807679,0.7223742417648638,0.5123623836739475,0.7805790916855959,0.7583310818863419,0.8137417129967258,0.8405354953479377,0.5262889005525426,0.9272300805067634,0.567853887936221,0.3164144360233562,0.16577993043937847,0.08869309358765602,0.032739678553490706
892,0.15345259808128928,0.8625766271459501,0.444999,0.16711783236088218,0.9425343430227918,0.8161116119048982,0.6441481387366127,0.621767,0.5926323185669923,0.5602537314430613,0.6580676671245743,0.7230083832045584,0.5145457342331792,0.7921066842159605,0.7585003028579137,0.8139284339946301,0.8413603853590845,0.5289274094841234,0.9269883143221451,0.5670259390750664,0.3155967419670581,0.1653657906925321,0.08865201051185767,0.0327949838272225
896,0.15342209580429675,0.862737067046692,0.444511,0.16718656379245836,0.94269468836467,0.8234921712623602,0.6436952396442185,0.625121,0.5924017866403827,0.5614401847083231,0.659226520787836,0.723727566790967,0.5164856777683435,0.8022115841671517,0.7585054936852623,0.814533958586704,0.8394437291567141,0.5305864719183749,0.9264333032548473,0.5663170210298283,0.31499357600918043,0.16501471791221056,0.0885961796652599,0.0328033317930688
